Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1990,1639.149,2614.571,5115.465,5515.168,407.037,671736.062165277,52009.061,112147.861,,,282.359,263704.971,57685.577,,209.019,106049.64,707.731,583.053,15533.412,74480.437,12427.463,1950.844,,,311.695,502.379,5757.19,208886.988,1074.431,6193.563,128.345,2702.579,198.018,435181.225,998302.377844954,42610.54,,33314.695,2442431.019,5034.791,1734.491,4070.37,1188.108,57337.212,62.339,95.342,2955.602,31594.872,33344.031,,249.356,4374.731,,,322.696,58.672,50230.566,9229.839,76970.33,2864274.91257923,2851174.98404424,4703785.13167394,,,16827.863,75943.57,,,218597.204,,3017.941,4100786.67080695,192274.021011056,51745.037,814.074,375691.484,711.398,,4499.409,555924.534,,3817.347,143.013,1004.758,176.016,172.349,66.006,74278.752,106.343,553.717,5086.129,,1133.103,11450105.4308011,27333.818,2592.569,60289.8000273973,,993.757,69647.331,9007209.19263877,9423883.77241969,414025.958764865,265479.994285823,149565.929,144169.184187486,,619154.615,,31217.171,210463.798,47693.002,1998.515,36295.966,417550.289,7532.018,10403.279,1096179.977,,5823.196,,1261.448,22.002,106.343,246943.114,51000.636,935198.677,212.686,8214.08,473.043,36780.01,161.348,1012610.84966029,76692.0519766303,134217.025706333,,3868.685,1828328.06942533,9049707.64918461,1474.134,6238090.78294171,,10003.576,,1034.094,,23542.14,,,949.753,172.349,913726.731981263,318427.612,47.671,8912772.48013314,,421.705,2159.863,4275.722,550862.436882318,,9988.908,,1023.093,905.749,1463.133,748.068,56592.811,5259086.722,40.337,1584.144,733.4,39196.563,2548.565,158403.399,31510.531,634.391,124.678,23545.807,11312774.7956982,11386.035,70916.8823110614,68565.566,2768.585,21070.582,41763.463,234.688,2141.528,368423.49,139560.964481315,,,42320.847,2163.53,,1745.9695627907,11223024.6762062,436.373,11774.737,174087.158,,542.716,710671.934,185803.223,5221.808,3182.956,44495.378,146.68,487.711,2511.895,,733.4,,438681.977484608,,438830.25361437,105733.773510304,47.671,1771.161,,,51946.722,425.372,,150.347,37359.396,29.336,143.013,2822275.91130912,,773.737,90805.921,,,959345.872,,550556.046,77.007,710671.934,438830.25361437,17025.881,13267.206,145858.592,7.334,2266.206,759.069,,7079377.20583104,3993.363,4823403.118,,80.674,122162.438,66.006,,21407.946,66.006,22149402.399,102.676,,9596.539,313304.813,2445.889,15643.422
1991,1683.153,2438.555,5089.796,4286.723,407.037,740323.235533382,57010.849,117098.311,,,267.691,261471.768,61605.6,,238.355,110959.753,821.408,627.057,15940.449,57549.898,11877.413,1782.162,,,359.366,539.049,6006.546,219330.604,1206.443,5309.816,187.017,2636.573,205.352,426780.128,910237.572467898,42705.882,,31323.514,2565594.548,4561.748,1103.767,2962.936,1004.758,57120.859,66.006,99.009,3336.97,32075.249,29710.034,,271.358,4690.093,,929973.202,311.695,58.672,60270.812,10043.913,79049.519,3045419.52111213,3077550.43235512,4912997.30841039,,,16497.833,78715.822,2648355.74202849,,225634.177,,2984.938,4112588.93082955,199292.09679228,53699.548,671.061,390689.514,667.394,,4536.079,566830.192,,3934.691,198.018,1026.76,179.683,176.016,143.013,74062.399,110.01,546.383,5053.126,,1114.768,11593991.3435651,28639.27,2698.912,57758.3644383562,,997.424,66585.386,9347244.32452349,9774794.07821153,424682.85169163,271370.634632525,179730.671,148489.848224304,,658189.83,,31400.521,227401.671,45643.149,1767.494,36754.341,423894.199,7755.705,9798.224,1099381.268,,4840.44,,1305.452,22.002,106.343,261482.769,10190.593,954597.106999999,234.688,8478.104,278.692,42863.563,168.682,1031335.26456295,75940.5023462886,141896.812374208,,4176.713,1957787.36017458,9415658.74298356,1529.139,6385376.14892896,,10615.965,,1092.766,,24975.937,,,1034.094,154.014,999941.83247408,331958.842,51.338,9271338.9538946,,436.373,2057.187,4180.38,584790.056497944,,12159.772,,1023.093,920.417,1521.805,795.739,68591.235,5248166.396,1056.096,1767.494,722.399,42273.176,2005.849,165154.346,32075.249,960.754,124.678,24084.856,11401064.3621122,11771.07,78744.905106486,68242.87,3245.295,20293.178,43930.66,234.688,2064.521,361643.207,137288.398559074,,,43992.999,2134.194,,1621.25745116279,11286128.9706509,432.706,17704.276,140288.419,,487.711,750290.202,267768.007,4891.778,3424.978,45269.115,146.68,546.383,3171.955,,707.731,,453296.426073727,,453466.830859884,113251.964446554,47.671,2053.52,,,51525.017,326.363,,172.349,42529.866,29.336,66.006,3000749.54441512,,843.41,99782.737,,,981399.21,,584464.795,95.342,750290.202,453466.830859884,17014.88,15489.408,148619.843,7.334,2398.218,781.071,,7310300.78032394,4554.414,4820847.219,,77.007,115440.827,66.006,,21451.95,66.006,22403928.869,106.343,,9207.837,326410.671,2416.553,15955.117
1992,1463.133,1393.46,5196.139,2515.562,407.037,795658.904744996,58136.618,121352.031,5826.863,,264.024,267984.36,56658.817,56240.779,216.353,111968.178,898.415,630.724,17748.28,54205.594,10901.991,1793.163,15053.035,87417.613,355.699,462.042,6655.605,220705.729,979.089,5214.474,216.353,2779.586,216.353,440978.752,869420.031,42793.89,,32474.952,2690455.898,4099.706,3788.011,2816.256,1279.783,62049.307,66.006,106.343,3791.678,33945.419,31294.178,,311.695,5181.471,138176.227,891975.748,311.695,58.672,54322.938,10923.993,80138.618,3216890.32937837,3173489.86126998,5156986.82439685,3763548.44316978,7644380.69946869,22280.692,81264.387,2580075.531,,233921.597,23879.504,2966.603,3994290.751,210291.763430455,47472.982,748.068,365893.26,649.059,99.009,4932.115,556280.233,15335.394,3982.362,234.688,1059.763,179.683,179.683,157.681,75499.863,117.344,480.377,6017.547,,1045.095,11726314.7639967,33094.675,3076.613,59877.1871780822,16417.159,909.416,60395.49,9654333.07875238,10105390.0678133,448326.415732872,294318.055370189,202576.081,151686.015114403,,699087.881,,31033.821,228468.768,59112.04,1818.832,42790.223,420535.227,7715.368,12266.115,1123847.492,262043.82,5540.837,11217.353,1349.456,25.669,110.01,284280.508,21085.25,970042.510999999,256.69,10359.275,282.359,37260.387,201.685,1051596.78607558,78089.4055606827,142034.690052267,,5185.138,2096935.58512158,9759975.55576158,1587.811,6645670.07248214,22148.68,10571.961,14143.619,1081.765,,26039.367,,20971.573,1004.758,231.021,1062834.13975185,334698.091,55.005,9614520.8463841,10777.313,443.707,2024.184,4888.111,603450.797642647,,11019.335,,1004.758,968.088,1708.822,795.739,75298.178,5350974.408,1151.438,1584.144,700.397,46614.904,2394.551,162224.413,32009.243,1331.121,121.011,25082.28,11479217.137,12079.098,91955.0127201608,72789.95,4246.386,20425.19,48752.765,234.688,2053.52,354745.58,157098.594920715,,,48279.722,2530.23,,1675.819,11367527.651,414.371,26802.103,128645.694,2078668.286,487.711,797983.204,285534.622,4378.398,3479.983,48426.402,143.013,447.374,3318.635,,682.062,,437313.263898469,,437483.807202783,127583.515918781,47.671,2068.188,44183.683,12478.801,51026.305,264.024,,172.349,42918.568,33.003,84.341,3169692.01734189,4133131.10095987,836.076,109778.979,7315.665,33028.669,1000166.916,,603115.157,69.673,797983.204,437483.807202783,19152.741,15023.699,153108.251,7.334,2324.878,788.405,630929.352,7516623.76707968,5170.47,4909533.614,111806.83,84.341,105972.633,69.673,,21477.619,62.339,22183417.491,110.01,,9952.238,301687.757,2456.89,17011.213
1993,1595.145,1345.789,5775.525,2335.879,410.704,877890.137902134,65980.331,117927.053,2555.899,,271.358,277397.549,57102.524,48452.071,227.354,107652.119,1133.103,627.057,17407.249,67861.502,14642.331,1701.488,12603.479,76768.645,377.701,539.049,7829.045,230738.641,1114.768,4968.785,183.35,3197.624,223.687,445580.837,862779.094,40751.371,,34627.481,2878694.009,5346.486,3898.021,2592.569,1320.12,64022.153,69.673,110.01,3953.026,33153.347,29380.004,,330.03,5449.162,132631.723,877645.112,311.695,62.339,57065.854,11763.736,82210.473,3457279.9199126,3330373.20410115,5447899.73718718,3456731.03776256,7275289.96191814,24205.867,93156.468,2526548.332,,219253.597,19508.44,3028.942,3938794.373,218649.410863071,50402.915,751.735,359916.05,583.053,99.009,4990.787,545711.939,9952.238,4547.08,238.355,1089.099,187.017,183.35,99.009,75712.549,121.011,498.712,5658.181,,1045.095,11896944.5152424,34964.845,2849.259,61962.5548219178,16750.856,663.727,61917.295,9714984.97469355,10165272.0271519,447499.630018528,295712.110501762,218600.871,149411.839309386,,723697.118,,31261.175,237214.563,63362.093,1976.513,45074.764,411917.777,8005.061,12101.1,1109887.223,217621.782,6347.577,8621.117,1386.126,29.336,113.677,321951.599,33274.358,1007412.908,256.69,11683.062,315.362,38947.207,223.687,1089708.09766438,76933.7563803583,141896.413957871,,5042.125,2065098.25631477,9819467.60436172,1635.482,6687561.2582392,17495.257,10788.314,12016.759,1180.774,,28217.565,,15628.754,1030.427,198.018,1158095.16790561,339468.858,62.339,9673714.47811031,10340.94,454.708,2651.241,5342.819,638431.431947327,,9284.844,,1078.098,982.756,1774.828,891.081,91722.671,5474794.33,1389.793,1837.167,781.071,45137.103,2302.876,164802.314,35148.195,1466.8,113.677,26688.426,11587147.948,13457.89,96759.0246000354,78008.091,3942.025,23615.48,49482.498,234.688,1994.848,353253.111,162107.210604602,,,46926.599,2867.594,,1697.821,11382012.301,425.372,30722.126,125297.723,1938445.873,495.045,827348.54,313818.193,3021.608,3593.66,51187.653,143.013,447.374,3795.345,,641.725,,458311.333305323,,458492.822286055,131574.926374732,47.671,2042.519,42881.898,13164.53,51756.038,132.012,,183.35,45665.151,40.337,91.675,3406537.06633466,3825835.13610401,865.412,124949.358,5177.804,28316.574,1039425.818,,638076.335,84.341,827348.54,458492.822286055,17971.967,16501.5,159136.799,7.334,2596.236,781.071,539335.026,7607865.11973225,4466.406,5028674.444,116232.899,102.676,124391.974,73.34,,23006.758,62.339,22162174.56,110.01,,8705.458,321049.517,2500.894,16362.154
1994,1613.48,1294.451,3890.687,1925.175,407.037,901869.050185308,73130.981,122408.127,2706.246,,267.691,278119.948,57054.853,41976.149,234.688,112334.878,1265.115,645.392,18969.391,54161.59,14789.011,1686.82,3230.627,65056.247,374.034,531.715,8635.785,242154.012,748.068,4693.76,212.686,3032.609,234.688,456849.528,809460.914,41323.423,,38103.797,3058241.33,4686.426,3817.347,1639.149,2148.862,67571.809,69.673,113.677,5269.479,32856.32,32247.598,,363.033,5643.513,125734.096,865558.68,304.361,66.006,61000.545,12475.134,86416.522,3667655.24020144,3448305.26393148,5758134.25389388,3027704.98585423,6816598.17339881,13652.241,85312.755,2513970.522,865.412,233404.55,19042.731,2240.537,3884988.482,237208.471798319,57223.535,748.068,338119.402,575.719,102.676,4389.399,546738.699,6083.553,4954.117,282.359,1250.447,187.017,183.35,33.003,77909.082,143.013,502.379,6838.955,,1386.126,12053969.7492667,31283.177,3336.97,64040.488,16490.499,300.694,58884.686,9633017.68068251,10069790.9502537,433902.356851551,282813.43196858,221413.46,148901.849718559,,764730.848,,32672.97,265230.443,71334.151,2009.516,48400.733,407378.031,8195.745,13633.906,1173315.322,199983.512,6556.596,6226.566,1477.801,29.336,121.011,344037.94,38906.87,1044086.575,275.025,12702.488,311.695,44132.345,260.357,1129594.71156058,77983.6598840517,136616.78126277,,5526.169,2002252.54297652,9743066.23610527,1675.819,6617842.35622924,17359.578,10190.593,10912.992,1272.449,,29640.361,,12090.099,1268.782,198.018,1211915.86970668,352780.068,66.006,9600893.350053,10469.285,462.042,2420.22,6244.901,680739.140586646,,7946.389,,1063.43,1144.104,1624.481,916.75,94010.879,5551735.324,1584.144,1980.18,773.737,35199.533,2541.231,165323.028,33905.082,1697.821,110.01,26681.092,11733860.951,15306.058,95277.6938486299,84839.712,4338.061,23289.117,54799.648,234.688,2181.865,333972.025,159288.929839191,,,47659.999,3432.312,,1705.155,11409324.117,440.04,30223.414,119140.83,1698378.384,473.043,877469.096,307961.994,4147.377,3901.688,61682.607,139.346,513.38,4594.751,,630.724,,466542.161076707,,466742.124818752,129808.419786384,47.671,2046.186,40421.341,13340.546,54894.99,484.044,,201.685,46647.907,44.004,102.676,3613810.40512587,3377879.20922145,832.409,139158.983,2357.881,33534.715,1076176.492,,680360.512,91.675,877469.096,466742.124818752,17440.252,15940.449,156848.591,7.334,2405.552,707.731,441767.157,7598124.01070573,4066.703,5094354.081,108664.211,121.011,129965.814,80.674,,26230.051,62.339,22551690.634,113.677,,9064.824,339168.164,2420.22,17795.951
1995,1668.485,1243.113,10975.331,2086.523,425.372,866641.76809488,70641.088,127963.632,3410.31,,275.025,281860.288,59783.101,33333.03,238.355,112327.544,1327.454,627.057,22816.074,58004.606,14818.347,1683.153,3428.645,60773.191,377.701,531.715,9849.562,258347.484,828.742,4789.102,249.356,3047.277,234.688,467637.842,829141.703,39225.899,,41745.128,3320285.15,6618.935,4228.051,2123.193,1565.809,59614.419,73.34,121.011,4866.109,33692.396,25709.337,,363.033,5383.156,123830.923,864110.215,304.361,80.674,57172.197,15885.444,95294.329,3996721.66463895,3500968.89484119,6122092.9773115,2935576.62400308,6775802.78453957,22841.743,95723.368,2567956.096,935.085,241611.296,17520.926,2563.233,3947855.53,240213.167873646,52713.125,762.736,349160.739,572.052,106.343,4624.087,538117.582,2302.876,5276.813,275.025,1290.784,198.018,183.35,128.345,78781.828,150.347,502.379,7165.318,,1463.133,12137213.8130435,31470.194,3879.686,70600.751,16985.544,902.082,60369.821,10013260.6780246,10448079.9567606,431661.167905049,275083.763120624,224941.114,154549.695526506,,811562.105,,32969.997,272942.144,74348.425,1947.177,51099.645,430483.798,9178.501,13556.899,1183447.243,169166.044,7554.02,4528.745,1551.141,29.336,128.345,374771.067,54821.65,1052601.349,348.365,13578.901,326.363,46020.85,311.695,1140823.40560974,94289.8433991896,136318.328436417,,5903.87,2082953.56929075,10103732.662956,1708.822,6871639.3570815,16204.473,8316.756,9442.525,1232.112,,30373.761,,11191.684,1265.115,249.356,1186766.28331436,332816.92,66.006,9959468.45818895,10839.652,469.376,2123.193,6959.966,710403.334875857,,7920.72,,1114.768,1074.431,1829.833,920.417,121132.011,5601089.477,1631.815,2075.522,810.407,35841.258,2779.586,178634.238,33439.373,2035.185,106.343,27132.133,11879327.174,15896.445,95540.2081590055,84484.013,2984.938,23883.171,60710.852,234.688,2060.854,344213.956,174581.440278807,,,51869.715,3964.027,,1734.491,11522429.065,429.039,31789.223,126049.458,1631473.969,462.042,928543.072,235161.043,4297.724,3494.651,42174.167,143.013,399.703,5027.457,,590.387,,500562.634342645,,500758.628819218,130948.822773798,47.671,2064.521,42115.495,14403.976,55155.347,454.708,,198.018,41664.454,47.671,110.01,3938024.74920197,3296902.11539644,953.42,161153.649,2449.556,34000.424,1093638.746,,710008.207,95.342,928543.072,500758.628819218,17022.214,15735.097,171974.966,7.334,3553.323,938.752,445943.87,7875950.17019448,4591.084,5132919.92,103435.069,128.345,133350.455,84.341,,29090.311,66.006,23037524.13,117.344,,10465.618,362259.263,2170.864,15130.042
1996,1690.487,1177.107,10458.284,2016.85,454.708,862033.825342789,41059.399,135000.605,2563.233,,293.36,302164.467,63178.743,31257.508,242.022,118059.065,1265.115,707.731,24029.851,56559.808,15621.42,1668.485,4257.387,60164.469,308.028,528.048,9827.56,284782.887,850.744,4869.776,300.694,2757.584,234.688,479419.913,841616.837,39885.959,,48499.742,3463089.131,7840.046,4462.739,2317.544,1716.156,60527.502,77.007,143.013,4748.765,37836.106,26996.454,,385.035,5936.873,125378.397,889614.2,311.695,73.34,72181.228,17326.575,97098.493,4202090.88454584,3684279.40510518,6413087.36897593,2869776.00133134,6822776.15216717,24191.199,102030.608,2634270.124,1012.092,233305.541,18349.668,2860.26,4055918.353,237110.205008435,61282.904,821.408,375306.449,601.388,106.343,4774.434,551436.126,4066.703,5610.51,282.359,1364.124,198.018,183.35,113.677,80241.294,154.014,517.047,6651.938,,1518.138,12470561.2340715,29123.314,3960.36,73963.39,16956.208,1034.094,62063.975,10291748.5070638,10754259.7163163,459406.566720368,294314.386804053,253290.691,162897.542089715,,882324.204,,34906.173,276059.094,69500.651,2211.201,53098.16,425830.375,9702.882,14187.623,1204690.174,141535.199,9328.848,5694.851,1617.147,33.003,132.012,403780.704,50153.559,1094155.793,476.71,13758.584,337.364,44158.014,326.363,1196088.52922126,97482.3753216633,141796.181353425,,7062.642,2186538.59265864,10388408.4689421,1738.158,7022948.82392222,15731.43,8437.767,9149.165,1408.128,,31195.169,,11521.714,1364.124,289.693,1187235.82051655,346417.823,66.006,10239110.1324287,11741.734,487.711,2240.537,7256.993,718900.833202859,,8041.731,,1041.428,1114.768,1950.844,913.083,125374.73,5732060.049,1749.159,2196.533,902.082,39665.939,2874.928,185847.227,33366.033,2486.226,102.676,28642.937,12231311.503,15104.373,98934.1431717195,94447.252,4624.087,24389.217,62162.984,234.688,2189.199,355754.005,177209.492024264,,,50586.265,3751.341,,1800.497,11794293.111,432.706,32298.936,125407.733,1612966.62,480.377,1012117.669,258750.854,4433.403,3740.34,49698.851,143.013,473.043,4569.082,,568.385,,510858.742314413,,511091.678739255,138599.957849491,47.671,2086.523,41312.422,14954.026,55910.749,341.031,,234.688,42804.891,47.671,124.678,4140365.80249949,3242980.90641763,1059.763,180255.052,2827.257,30670.788,1146740.573,,718500.979,77.007,1012117.669,511091.678739255,20590.205,16758.19,188205.108,7.334,3461.648,1059.763,412335.815,8051772.94965365,5441.828,5252112.088,106170.651,132.012,122804.163,95.342,,34667.818,84.341,23571556.674,124.678,,10637.967,364400.791,1870.17,14994.363
1997,1745.492,1096.433,7381.671,1543.807,465.709,833006.721,41646.119,138003.878,3234.294,,308.028,305794.797,62658.029,29809.043,249.356,115341.818,1217.444,806.74,25063.945,51616.692,17319.241,1364.124,8393.763,59555.747,388.702,524.381,10942.328,300547.32,902.082,5060.46,392.369,2801.588,245.689,495294.356,819783.519,41466.436,,56394.793,3469510.048,7568.688,3215.959,1899.506,2343.213,64909.567,80.674,146.68,4987.12,36020.941,24649.574,,407.037,5859.866,127413.582,862276.715,326.363,80.674,61557.929,18001.303,87340.606,4259610.79183405,3784619.025,6523428.28242819,2685747.72600598,6568968.20117252,18360.669,108202.169,2600981.098,865.412,252073.247,18107.646,3050.944,3963003.907,240783.871153363,59933.448,792.072,351562.624,590.387,110.01,4796.436,527343.936,4437.07,6365.912,293.36,1419.129,198.018,201.685,289.693,83717.61,168.682,520.714,7598.024,,1591.478,12564558.0848256,30703.791,4158.378,76390.944,18907.052,1367.791,60886.868,10282469.2602094,10746189.4624434,460633.088034374,291643.670657251,278658.997,166870.561281742,,917685.085,,36416.977,269293.479,68308.876,2104.858,55881.413,430487.465,10131.921,14418.644,1200788.486,129459.768,8265.418,5610.51,1540.14,25.669,143.013,430032.757,54920.659,1152483.095,608.722,15647.089,348.365,44975.755,308.028,1262083.62464046,99838.5012200036,142424.175842208,,7616.359,2203117.47816633,10375198.6696744,1771.161,6959551.00262024,15339.061,7939.055,8456.102,1488.802,,31862.563,,7099.312,1650.15,330.03,1153542.858,369769.279,66.006,10225611.5100159,10634.3,524.381,2519.229,7499.015,712036.058,,7708.034,,1125.769,1118.435,1998.515,964.421,124821.013,5864534.091,1796.83,1829.833,909.416,42328.181,3142.619,178311.542,36101.615,2783.253,102.676,31022.82,12363378.508,15485.741,107574.614187513,94711.276,5647.18,27476.831,71158.135,238.355,2577.901,349523.772,174150.246498789,,,53072.491,4195.048,396.036,1796.83,11825810.976,451.041,37495.075,112624.571,1526011.049,498.712,1049678.75,216239.323,5419.826,3263.63,58429.978,143.013,443.707,5474.831,,539.049,,532487.603433099,,532827.736095234,145338.025173822,47.671,2108.525,41048.398,15859.775,52148.407,1202.776,,341.031,40960.39,55.005,143.013,4197041.24659238,3055013.31311933,986.423,185916.9,2152.529,30623.117,1214275.712,,711640.022,99.009,1049678.75,532827.736095234,18393.672,16945.207,198535.047,7.334,2882.262,1107.434,341196.015,8021602.41673985,5555.505,5368715.354,107234.081,132.012,133988.513,99.009,,45100.433,84.341,23975007.348,128.345,,13358.881,386131.433,2390.884,14407.643
1998,1796.83,1041.428,7308.331,1752.826,491.378,906420.061,81495.408,139815.376,3362.639,,319.029,316883.805,63662.787,31675.546,249.356,118374.427,1213.777,861.745,24048.186,48998.454,18404.673,1679.486,10593.963,58099.948,370.367,520.714,10989.999,312289.054,1140.437,5269.479,381.368,3344.304,249.356,506533.711,772365.542,41704.791,,57641.573,3324344.519,6912.295,3208.625,1668.485,777.404,65976.664,88.008,157.681,5317.15,36989.029,24499.227,,429.039,6406.249,122543.806,855364.42,315.362,77.007,59552.08,18397.339,106999.393,4016009.1086384,3885534.865,6184239.13673583,2645068.93468779,6552558.98614547,22460.375,122243.112,2648245.061,590.387,261541.441,16310.816,3219.626,3968801.434,252540.837157404,56988.847,770.07,377444.31,623.39,117.344,4979.786,531905.684,4961.451,6402.582,308.028,1503.47,212.686,172.349,165.015,87751.31,176.016,528.048,8753.129,,1657.484,12565002.7489487,39101.221,4649.756,74385.095,20153.832,1232.112,59163.378,10133504.4052127,10614995.3490496,478670.384812772,301574.479186638,214200.471,174929.256164624,,936221.77,,38554.838,308508.377,72371.912,2101.191,57095.19,440153.677,9717.55,14543.322,1157829.581,127321.907,10036.579,5955.208,1950.844,29.336,150.347,364833.497,51745.037,1226926.862,685.729,16648.18,374.034,45474.467,308.028,1340747.7537167,97396.4943459711,155811.028657553,,7825.378,2170787.12881124,10263818.2347678,1804.164,6766256.84291139,16197.139,7356.002,8063.733,1558.475,,32038.579,,6270.57,1738.158,300.694,1267747.906,389087.035,69.673,10107004.2503019,12625.481,762.736,2145.195,8078.401,800220.074,,7708.034,,1133.103,1122.102,2170.864,935.085,114186.713,5908065.048,1906.84,1811.498,957.087,37869.109,3421.311,178439.887,37777.434,2251.538,99.009,30029.063,12354409.026,16560.172,103018.115800278,97663.211,5947.874,27806.861,69240.294,238.355,2863.927,325431.582,172354.844811299,,59119.374,57817.589,4503.076,601.388,1774.828,11802892.226,447.374,32401.612,99830.408,1495505.276,487.711,1069733.573,207680.545,4697.427,3428.645,48617.086,143.013,414.371,5812.195,,513.38,,519281.484362514,,519714.277543901,141771.470732791,47.671,2108.525,40480.013,15192.381,52977.149,1213.777,,432.706,50274.57,58.672,150.347,3957031.46720478,2991149.31867225,1166.106,164347.606,2497.227,32093.584,1291297.38,,799618.686,88.008,1069733.573,519714.277543901,19123.405,18001.303,200614.236,7.334,2555.899,1265.115,328636.54,7935369.82956856,5687.517,5401010.623,119144.497,161.348,167339.878,102.676,,47513.319,80.674,24114192,132.012,,12200.109,377726.669,2313.877,14253.629
